#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
ANAPC16	FZR1	9606.ENSP00000477760	9606.ENSP00000378529	0	0	0	0	0	0.939	0.540	0.446	0.983
ANAPC16	CDK1	9606.ENSP00000477760	9606.ENSP00000378699	0	0	0	0	0	0	0.500	0.173	0.569
ANAPC16	ANAPC7	9606.ENSP00000477760	9606.ENSP00000394394	0	0	0	0	0.049	0.987	0.900	0.669	0.999
ANAPC16	ANAPC13	9606.ENSP00000477760	9606.ENSP00000421842	0	0	0	0	0.136	0.975	0.900	0.944	0.999
ANAPC16	ANAPC4	9606.ENSP00000477760	9606.ENSP00000426654	0	0	0	0	0.049	0.979	0.900	0.444	0.998
ANAPC16	ANAPC15	9606.ENSP00000477760	9606.ENSP00000437360	0	0	0	0	0.074	0.920	0.900	0.909	0.999
ANAPC16	CCNA2	9606.ENSP00000477760	9606.ENSP00000481380	0	0	0	0	0	0.800	0.500	0.182	0.911
ANAPC16	ANAPC10	9606.ENSP00000477760	9606.ENSP00000478501	0	0	0	0	0.044	0.998	0.900	0.865	0.999
ANAPC2	CDC6	9606.ENSP00000314004	9606.ENSP00000209728	0	0	0	0	0	0.071	0.400	0.233	0.535
ANAPC2	AURKA	9606.ENSP00000314004	9606.ENSP00000216911	0	0	0	0	0	0	0.500	0.152	0.557
ANAPC2	FBXO5	9606.ENSP00000314004	9606.ENSP00000229758	0	0	0	0	0	0.986	0	0.222	0.989
ANAPC2	MAD2L2	9606.ENSP00000314004	9606.ENSP00000235310	0	0	0	0	0	0	0.650	0.227	0.718
ANAPC2	CCNA1	9606.ENSP00000314004	9606.ENSP00000255465	0	0	0	0	0	0	0.500	0.168	0.566
ANAPC2	CCNB1	9606.ENSP00000314004	9606.ENSP00000256442	0	0	0	0	0.075	0.128	0.900	0.298	0.935
ANAPC2	ANAPC5	9606.ENSP00000314004	9606.ENSP00000261819	0	0	0	0	0.072	0.998	0.900	0.931	0.999
ANAPC2	CDK2	9606.ENSP00000314004	9606.ENSP00000266970	0	0	0	0	0.049	0.093	0.650	0.256	0.745
ANAPC2	BUB1B	9606.ENSP00000314004	9606.ENSP00000287598	0	0	0	0	0.061	0.993	0.720	0.549	0.999
ANAPC2	CCNB2	9606.ENSP00000314004	9606.ENSP00000288207	0	0	0	0	0.055	0.128	0.900	0.202	0.925
ANAPC2	MAD2L1	9606.ENSP00000314004	9606.ENSP00000296509	0	0	0	0	0.058	0.866	0.650	0.395	0.969
ANAPC2	PLK1	9606.ENSP00000314004	9606.ENSP00000300093	0	0.008	0	0	0.067	0.184	0.500	0.125	0.622
ANAPC2	CDT1	9606.ENSP00000314004	9606.ENSP00000301019	0	0	0	0	0.047	0	0.400	0.063	0.417
ANAPC2	BUB1	9606.ENSP00000314004	9606.ENSP00000302530	0	0	0	0	0.054	0.773	0	0.215	0.817
ANAPC2	AURKB	9606.ENSP00000314004	9606.ENSP00000313950	0	0	0	0	0.056	0	0.500	0.069	0.522
ANAPC2	MAD1L1	9606.ENSP00000314004	9606.ENSP00000385334	0	0	0	0	0.108	0	0.650	0.079	0.687
ANAPC2	CDK1	9606.ENSP00000314004	9606.ENSP00000378699	0	0	0	0	0.047	0.093	0.650	0.236	0.737
ANAPC2	BUB3	9606.ENSP00000314004	9606.ENSP00000357858	0	0	0	0	0.063	0	0.650	0.286	0.745
ANAPC2	PTTG1	9606.ENSP00000314004	9606.ENSP00000377536	0	0	0	0	0	0.510	0.650	0.202	0.851
ANAPC2	BABAM2	9606.ENSP00000314004	9606.ENSP00000343412	0	0	0	0	0.042	0	0.900	0	0.900
ANAPC2	BRCC3	9606.ENSP00000314004	9606.ENSP00000358474	0	0	0	0	0.047	0	0.900	0.060	0.902
ANAPC2	CCNA2	9606.ENSP00000314004	9606.ENSP00000481380	0	0	0	0	0	0.800	0.500	0.215	0.914
ANAPC2	NEK2	9606.ENSP00000314004	9606.ENSP00000355966	0	0	0	0	0	0.972	0.500	0	0.985
ANAPC2	ANAPC13	9606.ENSP00000314004	9606.ENSP00000421842	0	0	0	0	0	0.981	0.900	0.410	0.998
ANAPC2	ANAPC16	9606.ENSP00000314004	9606.ENSP00000477760	0	0	0	0	0	0.977	0.900	0.271	0.998
ANAPC2	ANAPC15	9606.ENSP00000314004	9606.ENSP00000437360	0	0	0	0	0.056	0.976	0.900	0.262	0.998
ANAPC2	UBE2C	9606.ENSP00000314004	9606.ENSP00000348838	0	0	0	0	0.055	0.982	0.900	0.210	0.998
ANAPC2	ANAPC11	9606.ENSP00000314004	9606.ENSP00000349957	0	0	0	0	0	0.998	0.900	0.910	0.999
ANAPC2	CDC16	9606.ENSP00000314004	9606.ENSP00000348554	0	0	0	0	0.103	0.999	0.900	0.924	0.999
ANAPC2	CDC20	9606.ENSP00000314004	9606.ENSP00000361540	0	0	0	0	0.075	0.999	0.800	0.817	0.999
ANAPC2	ANAPC4	9606.ENSP00000314004	9606.ENSP00000426654	0	0	0	0	0.124	0.999	0.900	0.907	0.999
ANAPC2	CDC23	9606.ENSP00000314004	9606.ENSP00000378350	0	0	0	0	0.083	0.999	0.900	0.911	0.999
ANAPC2	CDC26	9606.ENSP00000314004	9606.ENSP00000363322	0	0	0	0	0	0.998	0.900	0.386	0.999
ANAPC2	FZR1	9606.ENSP00000314004	9606.ENSP00000378529	0	0	0	0	0.161	0.998	0.800	0.966	0.999
ANAPC2	ANAPC1	9606.ENSP00000314004	9606.ENSP00000339109	0	0	0	0	0.067	0.999	0.900	0.872	0.999
ANAPC2	ANAPC10	9606.ENSP00000314004	9606.ENSP00000478501	0	0	0	0	0.076	0.999	0.900	0.808	0.999
ANAPC2	ANAPC7	9606.ENSP00000314004	9606.ENSP00000394394	0	0	0	0	0.127	0.998	0.900	0.784	0.999
ANAPC4	CDC6	9606.ENSP00000426654	9606.ENSP00000209728	0	0	0	0	0	0	0.400	0.453	0.657
ANAPC4	AURKA	9606.ENSP00000426654	9606.ENSP00000216911	0	0	0	0	0.048	0	0.500	0.454	0.717
ANAPC4	FBXO5	9606.ENSP00000426654	9606.ENSP00000229758	0	0	0	0	0.055	0.999	0	0.292	0.999
ANAPC4	MAD2L2	9606.ENSP00000426654	9606.ENSP00000235310	0	0	0	0	0	0	0.650	0.075	0.662
ANAPC4	CCNA1	9606.ENSP00000426654	9606.ENSP00000255465	0	0	0	0	0	0	0.500	0.125	0.543
ANAPC4	CCNB1	9606.ENSP00000426654	9606.ENSP00000256442	0	0	0	0	0.055	0.994	0.900	0.532	0.999
ANAPC4	ANAPC5	9606.ENSP00000426654	9606.ENSP00000261819	0	0	0	0	0.150	0.999	0.900	0.966	0.999
ANAPC4	CDK2	9606.ENSP00000426654	9606.ENSP00000266970	0	0	0	0	0.049	0	0.650	0.195	0.708
ANAPC4	BUB1B	9606.ENSP00000426654	9606.ENSP00000287598	0	0	0	0	0.049	0.999	0.720	0.324	0.999
ANAPC4	CCNB2	9606.ENSP00000426654	9606.ENSP00000288207	0	0	0	0	0.042	0	0.900	0.536	0.951
ANAPC4	MAD2L1	9606.ENSP00000426654	9606.ENSP00000296509	0	0	0	0	0.057	0.998	0.650	0.428	0.999
ANAPC4	PLK1	9606.ENSP00000426654	9606.ENSP00000300093	0	0	0	0	0.080	0.098	0.500	0.212	0.629
ANAPC4	CDT1	9606.ENSP00000426654	9606.ENSP00000301019	0	0	0	0	0	0	0.400	0.079	0.424
ANAPC4	BUB1	9606.ENSP00000426654	9606.ENSP00000302530	0	0	0	0	0	0.752	0	0.267	0.810
ANAPC4	AURKB	9606.ENSP00000426654	9606.ENSP00000313950	0	0	0	0	0.055	0	0.500	0.154	0.565
ANAPC4	ANAPC2	9606.ENSP00000426654	9606.ENSP00000314004	0	0	0	0	0.124	0.999	0.900	0.907	0.999
ANAPC4	ANAPC1	9606.ENSP00000426654	9606.ENSP00000339109	0	0	0	0	0.118	0.999	0.900	0.923	0.999
ANAPC4	BABAM2	9606.ENSP00000426654	9606.ENSP00000343412	0	0	0	0	0.044	0	0.900	0.042	0.900
ANAPC4	UBE2I	9606.ENSP00000426654	9606.ENSP00000348056	0	0	0	0	0.056	0.441	0	0.194	0.537
ANAPC4	CDC16	9606.ENSP00000426654	9606.ENSP00000348554	0	0	0	0	0.257	0.998	0.900	0.988	0.999
ANAPC4	UBE2C	9606.ENSP00000426654	9606.ENSP00000348838	0	0	0	0	0.049	0.857	0.900	0.596	0.993
ANAPC4	ANAPC11	9606.ENSP00000426654	9606.ENSP00000349957	0	0	0	0	0.047	0.998	0.900	0.797	0.999
ANAPC4	NEK2	9606.ENSP00000426654	9606.ENSP00000355966	0	0	0	0	0	0.999	0.500	0.437	0.999
ANAPC4	BUB3	9606.ENSP00000426654	9606.ENSP00000357858	0	0	0	0	0.066	0.994	0.650	0.338	0.998
ANAPC4	BRCC3	9606.ENSP00000426654	9606.ENSP00000358474	0	0	0	0	0.145	0	0.900	0	0.910
ANAPC4	CDC20	9606.ENSP00000426654	9606.ENSP00000361540	0	0	0	0	0.061	0.999	0.800	0.688	0.999
ANAPC4	CDC26	9606.ENSP00000426654	9606.ENSP00000363322	0	0	0	0	0.059	0.984	0.900	0.415	0.999
ANAPC4	PTTG1	9606.ENSP00000426654	9606.ENSP00000377536	0	0	0	0	0.049	0	0.650	0.269	0.735
ANAPC4	CDC23	9606.ENSP00000426654	9606.ENSP00000378350	0	0	0	0	0.252	0.999	0.900	0.962	0.999
ANAPC4	FZR1	9606.ENSP00000426654	9606.ENSP00000378529	0	0	0	0	0.069	0.999	0.800	0.530	0.999
ANAPC4	CDK1	9606.ENSP00000426654	9606.ENSP00000378699	0	0	0	0	0.044	0.994	0.650	0.241	0.998
ANAPC4	MAD1L1	9606.ENSP00000426654	9606.ENSP00000385334	0	0	0	0	0.055	0	0.650	0.282	0.741
ANAPC4	ANAPC7	9606.ENSP00000426654	9606.ENSP00000394394	0	0	0	0	0.146	0.998	0.900	0.897	0.999
ANAPC4	ANAPC13	9606.ENSP00000426654	9606.ENSP00000421842	0	0	0	0	0.049	0.984	0.900	0.456	0.999
ANAPC4	ANAPC16	9606.ENSP00000426654	9606.ENSP00000477760	0	0	0	0	0.049	0.979	0.900	0.444	0.998
ANAPC4	ANAPC15	9606.ENSP00000426654	9606.ENSP00000437360	0	0	0	0	0.049	0.999	0.900	0.370	0.999
ANAPC4	CCNA2	9606.ENSP00000426654	9606.ENSP00000481380	0	0	0	0	0	0.998	0.500	0.269	0.999
ANAPC4	ANAPC10	9606.ENSP00000426654	9606.ENSP00000478501	0	0	0	0	0.083	0.999	0.900	0.803	0.999
ANAPC5	CDC6	9606.ENSP00000261819	9606.ENSP00000209728	0	0	0	0	0.048	0	0.400	0.706	0.817
ANAPC5	AURKA	9606.ENSP00000261819	9606.ENSP00000216911	0	0	0	0	0.049	0	0.500	0.106	0.538
ANAPC5	FBXO5	9606.ENSP00000261819	9606.ENSP00000229758	0	0	0	0	0.050	0.961	0	0.432	0.977
ANAPC5	MAD2L2	9606.ENSP00000261819	9606.ENSP00000235310	0	0	0	0	0.043	0	0.650	0	0.650
ANAPC5	SIRT2	9606.ENSP00000261819	9606.ENSP00000249396	0	0	0	0	0.044	0	0	0.430	0.431
ANAPC5	CCNA1	9606.ENSP00000261819	9606.ENSP00000255465	0	0	0	0	0	0	0.500	0.294	0.631
ANAPC5	CCNB1	9606.ENSP00000261819	9606.ENSP00000256442	0	0	0	0	0.095	0.062	0.900	0.339	0.936
ANAPC5	USP37	9606.ENSP00000261819	9606.ENSP00000258399	0	0	0	0	0.042	0.420	0	0.078	0.443
ANAPC5	BRSK2	9606.ENSP00000261819	9606.ENSP00000371614	0	0	0	0	0	0.408	0	0	0.408
ANAPC5	AURKB	9606.ENSP00000261819	9606.ENSP00000313950	0	0	0	0	0.055	0	0.500	0.150	0.563
ANAPC5	CDT1	9606.ENSP00000261819	9606.ENSP00000301019	0	0	0	0	0.072	0.292	0.400	0.102	0.598
ANAPC5	PLK1	9606.ENSP00000261819	9606.ENSP00000300093	0	0	0	0	0.082	0	0.500	0.255	0.628
ANAPC5	CDK2	9606.ENSP00000261819	9606.ENSP00000266970	0	0	0	0	0.092	0	0.650	0.251	0.741
ANAPC5	MAD1L1	9606.ENSP00000261819	9606.ENSP00000385334	0	0	0	0	0.097	0	0.650	0.282	0.753
ANAPC5	CDK1	9606.ENSP00000261819	9606.ENSP00000378699	0	0	0	0	0.080	0	0.650	0.325	0.763
ANAPC5	PTTG1	9606.ENSP00000261819	9606.ENSP00000377536	0	0	0	0	0.050	0	0.650	0.447	0.800
ANAPC5	BUB1	9606.ENSP00000261819	9606.ENSP00000302530	0	0	0	0	0.050	0.742	0	0.349	0.826
ANAPC5	BRCC3	9606.ENSP00000261819	9606.ENSP00000358474	0	0	0	0	0.055	0	0.900	0.070	0.904
ANAPC5	CCNB2	9606.ENSP00000261819	9606.ENSP00000288207	0	0	0	0	0.086	0.062	0.900	0.203	0.922
ANAPC5	CCNA2	9606.ENSP00000261819	9606.ENSP00000481380	0	0	0	0	0.044	0.800	0.500	0.316	0.925
ANAPC5	BABAM2	9606.ENSP00000261819	9606.ENSP00000343412	0	0	0	0	0.048	0	0.900	0.309	0.928
ANAPC5	MAD2L1	9606.ENSP00000261819	9606.ENSP00000296509	0	0	0	0	0.107	0.817	0.650	0.236	0.950
ANAPC5	NEK2	9606.ENSP00000261819	9606.ENSP00000355966	0	0	0	0	0.043	0.878	0.500	0.247	0.950
ANAPC5	BUB3	9606.ENSP00000261819	9606.ENSP00000357858	0	0	0	0	0.102	0.781	0.650	0.606	0.969
ANAPC5	UBE2C	9606.ENSP00000261819	9606.ENSP00000348838	0	0	0	0	0.048	0.821	0.900	0.529	0.990
ANAPC5	BUB1B	9606.ENSP00000261819	9606.ENSP00000287598	0	0	0	0	0.058	0.990	0.720	0.475	0.998
ANAPC5	ANAPC15	9606.ENSP00000261819	9606.ENSP00000437360	0	0	0	0	0.139	0.965	0.900	0.975	0.999
ANAPC5	FZR1	9606.ENSP00000261819	9606.ENSP00000378529	0	0	0	0	0	0.999	0.800	0.716	0.999
ANAPC5	ANAPC10	9606.ENSP00000261819	9606.ENSP00000478501	0	0	0	0	0.208	0.999	0.900	0.977	0.999
ANAPC5	ANAPC7	9606.ENSP00000261819	9606.ENSP00000394394	0	0	0	0	0.214	0.998	0.900	0.976	0.999
ANAPC5	ANAPC1	9606.ENSP00000261819	9606.ENSP00000339109	0	0	0	0	0.185	0.999	0.900	0.944	0.999
ANAPC5	ANAPC4	9606.ENSP00000261819	9606.ENSP00000426654	0	0	0	0	0.150	0.999	0.900	0.966	0.999
ANAPC5	CDC20	9606.ENSP00000261819	9606.ENSP00000361540	0	0	0	0	0.047	0.999	0.800	0.800	0.999
ANAPC5	ANAPC11	9606.ENSP00000261819	9606.ENSP00000349957	0	0	0	0	0.056	0.966	0.900	0.979	0.999
ANAPC5	ANAPC13	9606.ENSP00000261819	9606.ENSP00000421842	0	0	0	0	0.043	0.987	0.900	0.854	0.999
ANAPC5	CDC16	9606.ENSP00000261819	9606.ENSP00000348554	0	0	0	0	0.178	0.997	0.900	0.998	0.999
ANAPC5	CDC26	9606.ENSP00000261819	9606.ENSP00000363322	0	0	0	0	0.044	0.969	0.900	0.814	0.999
ANAPC5	ANAPC16	9606.ENSP00000261819	9606.ENSP00000477760	0	0	0	0	0.159	0.975	0.900	0.849	0.999
ANAPC5	ANAPC2	9606.ENSP00000261819	9606.ENSP00000314004	0	0	0	0	0.072	0.998	0.900	0.931	0.999
ANAPC5	CDC23	9606.ENSP00000261819	9606.ENSP00000378350	0	0	0	0	0.246	0.997	0.900	0.999	0.999
ANAPC7	CDC6	9606.ENSP00000394394	9606.ENSP00000209728	0	0	0	0	0.108	0	0.400	0.453	0.681
ANAPC7	AURKA	9606.ENSP00000394394	9606.ENSP00000216911	0	0	0	0	0.064	0.071	0.500	0	0.527
ANAPC7	FBXO5	9606.ENSP00000394394	9606.ENSP00000229758	0	0	0	0	0.062	0.921	0	0.102	0.927
ANAPC7	MAD2L2	9606.ENSP00000394394	9606.ENSP00000235310	0	0	0	0	0.049	0	0.650	0	0.652
ANAPC7	CCNA1	9606.ENSP00000394394	9606.ENSP00000255465	0	0	0	0	0.074	0	0.500	0.159	0.576
ANAPC7	CCNB1	9606.ENSP00000394394	9606.ENSP00000256442	0	0	0	0	0.100	0	0.900	0.250	0.926
ANAPC7	USP37	9606.ENSP00000394394	9606.ENSP00000258399	0	0	0	0	0.049	0.420	0	0	0.424
ANAPC7	ANAPC5	9606.ENSP00000394394	9606.ENSP00000261819	0	0	0	0	0.214	0.998	0.900	0.976	0.999
ANAPC7	CDK2	9606.ENSP00000394394	9606.ENSP00000266970	0	0	0	0	0.070	0	0.650	0.149	0.699
ANAPC7	BUB1B	9606.ENSP00000394394	9606.ENSP00000287598	0	0	0	0	0.065	0.998	0.720	0.201	0.999
ANAPC7	CCNB2	9606.ENSP00000394394	9606.ENSP00000288207	0	0	0	0	0.081	0	0.900	0.162	0.916
ANAPC7	MAD2L1	9606.ENSP00000394394	9606.ENSP00000296509	0	0	0	0	0.084	0.910	0.650	0.340	0.978
ANAPC7	PLK1	9606.ENSP00000394394	9606.ENSP00000300093	0	0	0	0	0.056	0.166	0.500	0.246	0.663
ANAPC7	CDT1	9606.ENSP00000394394	9606.ENSP00000301019	0	0	0	0	0.055	0.292	0.400	0.170	0.622
ANAPC7	AURKB	9606.ENSP00000394394	9606.ENSP00000313950	0	0	0	0	0.063	0.129	0.500	0	0.556
ANAPC7	ANAPC2	9606.ENSP00000394394	9606.ENSP00000314004	0	0	0	0	0.127	0.998	0.900	0.784	0.999
ANAPC7	ANAPC1	9606.ENSP00000394394	9606.ENSP00000339109	0	0	0	0	0.221	0.981	0.900	0.746	0.999
ANAPC7	NUP43	9606.ENSP00000394394	9606.ENSP00000342262	0	0	0	0	0.326	0	0	0.221	0.452
ANAPC7	BABAM2	9606.ENSP00000394394	9606.ENSP00000343412	0	0	0	0	0.063	0	0.900	0	0.902
ANAPC7	CDC16	9606.ENSP00000394394	9606.ENSP00000348554	0	0	0	0	0.083	0.984	0.900	0.935	0.999
ANAPC7	UBE2C	9606.ENSP00000394394	9606.ENSP00000348838	0	0	0	0	0.047	0.818	0.900	0.153	0.983
ANAPC7	ANAPC11	9606.ENSP00000394394	9606.ENSP00000349957	0	0	0	0	0	0.507	0.900	0.731	0.985
ANAPC7	NEK2	9606.ENSP00000394394	9606.ENSP00000355966	0	0	0	0	0.063	0.897	0.500	0.097	0.951
ANAPC7	BUB3	9606.ENSP00000394394	9606.ENSP00000357858	0	0	0	0	0.081	0	0.650	0.190	0.717
ANAPC7	BRCC3	9606.ENSP00000394394	9606.ENSP00000358474	0	0	0	0	0.099	0	0.900	0.077	0.909
ANAPC7	CDC20	9606.ENSP00000394394	9606.ENSP00000361540	0	0	0	0	0.056	0.998	0.800	0.566	0.999
ANAPC7	CDC26	9606.ENSP00000394394	9606.ENSP00000363322	0	0	0	0	0	0.976	0.900	0.431	0.998
ANAPC7	PTTG1	9606.ENSP00000394394	9606.ENSP00000377536	0	0	0	0	0.049	0	0.650	0.076	0.665
ANAPC7	CDC23	9606.ENSP00000394394	9606.ENSP00000378350	0	0	0	0	0.255	0.984	0.900	0.933	0.999
ANAPC7	FZR1	9606.ENSP00000394394	9606.ENSP00000378529	0	0	0	0	0.049	0.998	0.800	0.331	0.999
ANAPC7	CDK1	9606.ENSP00000394394	9606.ENSP00000378699	0	0	0	0	0.061	0	0.650	0.116	0.684
ANAPC7	MAD1L1	9606.ENSP00000394394	9606.ENSP00000385334	0	0	0	0	0.075	0	0.650	0.304	0.755
ANAPC7	CCNA2	9606.ENSP00000394394	9606.ENSP00000481380	0	0	0	0	0.096	0.800	0.500	0.216	0.919
ANAPC7	ANAPC15	9606.ENSP00000394394	9606.ENSP00000437360	0	0	0	0	0.085	0.927	0.900	0.248	0.994
ANAPC7	ANAPC13	9606.ENSP00000394394	9606.ENSP00000421842	0	0	0	0	0.049	0.975	0.900	0.333	0.998
ANAPC7	ANAPC10	9606.ENSP00000394394	9606.ENSP00000478501	0	0	0	0	0.082	0.999	0.900	0.951	0.999
ANAPC7	ANAPC16	9606.ENSP00000394394	9606.ENSP00000477760	0	0	0	0	0.049	0.987	0.900	0.669	0.999
ANAPC7	ANAPC4	9606.ENSP00000394394	9606.ENSP00000426654	0	0	0	0	0.146	0.998	0.900	0.897	0.999
ANKLE2	VRK1	9606.ENSP00000350686	9606.ENSP00000216639	0	0	0	0	0.075	0.114	0.700	0.713	0.920
ANKLE2	SIRT2	9606.ENSP00000350686	9606.ENSP00000249396	0	0	0	0	0	0.087	0.750	0.197	0.800
ANKLE2	CENPE	9606.ENSP00000350686	9606.ENSP00000265148	0	0	0	0	0.065	0.094	0	0.473	0.515
ANKLE2	NCAPD2	9606.ENSP00000350686	9606.ENSP00000325017	0	0	0	0	0.082	0.046	0	0.402	0.431
ANKLE2	KNL1	9606.ENSP00000350686	9606.ENSP00000335463	0	0	0	0	0	0.088	0	0.461	0.488
ANKLE2	NCAPD3	9606.ENSP00000350686	9606.ENSP00000433681	0	0	0	0	0.063	0	0	0.407	0.421
ANKLE2	NUP37	9606.ENSP00000350686	9606.ENSP00000448054	0	0	0	0	0.081	0.060	0	0.447	0.481
ANKLE2	ASPM	9606.ENSP00000350686	9606.ENSP00000356379	0	0	0	0	0.054	0.067	0	0.481	0.502
ANLN	CDC6	9606.ENSP00000265748	9606.ENSP00000209728	0	0	0	0	0.423	0	0	0.301	0.579
ANLN	MISP	9606.ENSP00000265748	9606.ENSP00000215582	0	0	0	0	0.049	0.423	0	0	0.427
ANLN	AURKA	9606.ENSP00000265748	9606.ENSP00000216911	0	0	0	0	0.541	0	0	0.459	0.741
ANLN	OIP5	9606.ENSP00000265748	9606.ENSP00000220514	0	0	0	0	0.347	0	0	0.145	0.418
ANLN	FBXO5	9606.ENSP00000265748	9606.ENSP00000229758	0	0	0	0	0.279	0	0	0.214	0.409
ANLN	NCAPH	9606.ENSP00000265748	9606.ENSP00000240423	0	0	0	0	0.433	0	0	0.505	0.707
ANLN	PIMREG	9606.ENSP00000265748	9606.ENSP00000250056	0	0	0	0	0.348	0	0	0.389	0.585
ANLN	NCAPG	9606.ENSP00000265748	9606.ENSP00000251496	0	0	0	0	0.539	0	0	0.336	0.681
ANLN	CCNB1	9606.ENSP00000265748	9606.ENSP00000256442	0	0	0	0	0.607	0	0	0.657	0.860
ANLN	KIF23	9606.ENSP00000265748	9606.ENSP00000260363	0	0	0	0	0.740	0.331	0	0.946	0.989
ANLN	KIF11	9606.ENSP00000265748	9606.ENSP00000260731	0	0	0	0	0.879	0	0	0.582	0.947
ANLN	NDC80	9606.ENSP00000265748	9606.ENSP00000261597	0	0	0	0	0.524	0	0	0.220	0.612
ANLN	CENPE	9606.ENSP00000265748	9606.ENSP00000265148	0	0	0	0	0.594	0	0	0.437	0.762
ANLN	MASTL	9606.ENSP00000265748	9606.ENSP00000365107	0	0	0	0	0.396	0	0	0.069	0.413
ANLN	CLTC	9606.ENSP00000265748	9606.ENSP00000479606	0	0	0	0	0.070	0.397	0	0	0.415
ANLN	RAN	9606.ENSP00000265748	9606.ENSP00000446215	0	0	0	0	0.139	0.328	0	0.070	0.416
ANLN	CDC25A	9606.ENSP00000265748	9606.ENSP00000303706	0	0	0	0	0.334	0	0	0.179	0.430
ANLN	KIF18B	9606.ENSP00000265748	9606.ENSP00000465992	0	0	0	0	0.263	0	0	0.277	0.445
ANLN	BUB3	9606.ENSP00000265748	9606.ENSP00000357858	0	0	0	0	0.129	0	0	0.398	0.454
ANLN	ERCC6L	9606.ENSP00000265748	9606.ENSP00000334675	0	0	0	0	0.289	0	0	0.263	0.454
ANLN	TACC3	9606.ENSP00000265748	9606.ENSP00000326550	0	0	0	0	0.274	0	0	0.287	0.460
ANLN	CENPW	9606.ENSP00000265748	9606.ENSP00000357308	0	0	0	0	0.399	0	0	0.144	0.464
ANLN	SKA1	9606.ENSP00000265748	9606.ENSP00000285116	0	0	0	0	0.281	0	0	0.288	0.466
ANLN	CKAP5	9606.ENSP00000265748	9606.ENSP00000432768	0	0	0	0	0.205	0	0	0.355	0.466
ANLN	KNL1	9606.ENSP00000265748	9606.ENSP00000335463	0	0	0	0	0.377	0	0	0.200	0.481
ANLN	SPC25	9606.ENSP00000265748	9606.ENSP00000282074	0	0	0	0	0.455	0	0	0.098	0.487
ANLN	ZWINT	9606.ENSP00000265748	9606.ENSP00000363055	0	0	0	0	0.340	0	0	0.260	0.490
ANLN	ARHGEF2	9606.ENSP00000265748	9606.ENSP00000354837	0	0	0	0	0.042	0.292	0	0.324	0.501
ANLN	NUMA1	9606.ENSP00000265748	9606.ENSP00000377298	0	0	0	0	0.142	0.292	0	0.263	0.513
ANLN	HELLS	9606.ENSP00000265748	9606.ENSP00000377601	0	0	0	0	0.297	0	0	0.353	0.526
ANLN	CDT1	9606.ENSP00000265748	9606.ENSP00000301019	0	0	0	0	0.440	0	0	0.191	0.527
ANLN	CDC25C	9606.ENSP00000265748	9606.ENSP00000321656	0	0	0	0	0.439	0	0	0.196	0.530
ANLN	PSRC1	9606.ENSP00000265748	9606.ENSP00000358925	0	0	0	0	0.326	0	0	0.350	0.543
ANLN	NCAPG2	9606.ENSP00000265748	9606.ENSP00000387007	0	0	0	0	0.455	0	0	0.203	0.547
ANLN	AURKC	9606.ENSP00000265748	9606.ENSP00000302898	0	0	0	0	0.297	0.292	0	0.182	0.558
ANLN	KNTC1	9606.ENSP00000265748	9606.ENSP00000328236	0	0	0	0	0.486	0	0	0.205	0.574
ANLN	PTTG1	9606.ENSP00000265748	9606.ENSP00000377536	0	0	0	0	0.330	0	0	0.398	0.579
ANLN	ZWILCH	9606.ENSP00000265748	9606.ENSP00000311429	0	0	0	0	0.348	0.241	0	0.245	0.594
ANLN	FAM83D	9606.ENSP00000265748	9606.ENSP00000481465	0	0	0	0	0.420	0	0	0.329	0.594
ANLN	NCAPD2	9606.ENSP00000265748	9606.ENSP00000325017	0	0	0	0	0.431	0	0	0.318	0.596
ANLN	SKA3	9606.ENSP00000265748	9606.ENSP00000319417	0	0	0	0	0.450	0	0	0.311	0.604
ANLN	CCNB2	9606.ENSP00000265748	9606.ENSP00000288207	0	0	0	0	0.415	0	0	0.398	0.633
ANLN	CENPA	9606.ENSP00000265748	9606.ENSP00000336868	0	0	0	0	0.493	0	0	0.333	0.647
ANLN	CDCA3	9606.ENSP00000265748	9606.ENSP00000442068	0	0	0	0	0.490	0	0	0.341	0.649
ANLN	KIF20B	9606.ENSP00000265748	9606.ENSP00000360793	0	0	0	0	0.375	0.091	0	0.436	0.652
ANLN	SMC2	9606.ENSP00000265748	9606.ENSP00000286398	0	0	0	0	0.605	0	0	0.165	0.656
ANLN	KIFC1	9606.ENSP00000265748	9606.ENSP00000393963	0	0	0	0	0.532	0	0	0.326	0.671
ANLN	CDCA5	9606.ENSP00000265748	9606.ENSP00000275517	0	0	0	0	0.518	0	0	0.348	0.672
ANLN	CDCA2	9606.ENSP00000265748	9606.ENSP00000328228	0	0	0	0	0.465	0	0	0.418	0.675
ANLN	MAD2L1	9606.ENSP00000265748	9606.ENSP00000296509	0	0	0	0	0.495	0	0	0.397	0.682
ANLN	SPAG5	9606.ENSP00000265748	9606.ENSP00000323300	0	0	0	0	0.437	0.292	0	0.302	0.697
ANLN	CDC20	9606.ENSP00000265748	9606.ENSP00000361540	0	0	0	0	0.472	0	0	0.456	0.701
ANLN	PLK1	9606.ENSP00000265748	9606.ENSP00000300093	0	0	0	0	0.392	0	0	0.531	0.703
